Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals,Condition
Human,4,1,1,87,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,4,1,1,88,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,1,89,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,4,1,1,90,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,1,91,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,4,1,1,92,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,4,1,1,93,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,4,1,1,94,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,4,1,1,95,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,1,96,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,1
Human,4,1,1,97,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,4,1,1,98,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,4,1,1,99,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,4,1,1,100,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,4,1,1,101,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,4,1,1,102,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,2
Human,4,1,1,103,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,4,1,1,104,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,4,1,1,105,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,4,1,1,106,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,4,1,1,107,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,4,1,1,108,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,4,1,1,109,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,4,1,1,110,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,2
Human,4,1,2,111,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,4,1,2,112,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,4,1,2,113,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,4,1,2,114,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,4,1,2,115,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,2
Human,4,1,2,116,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,4,1,2,117,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,4,1,2,118,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,4,1,2,119,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,4,1,2,120,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,4,1,2,121,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,4,1,2,122,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,4,1,2,123,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,4,1,2,124,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,1
Human,4,1,2,125,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,4,1,2,126,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,4,1,2,127,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,2
Human,4,1,2,128,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,4,1,2,129,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,4,1,2,130,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,4,1,2,131,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,4,1,2,132,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,4,1,2,133,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,4,1,2,134,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,4,1,2,135,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,2
Human,4,1,2,136,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,4,1,2,137,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,4,1,2,138,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,4,1,2,139,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,2,140,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,4,1,2,141,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,2,142,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,4,1,2,143,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,4,1,2,144,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,2,145,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,4,1,2,146,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,4,1,2,147,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,4,1,2,148,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,4,1,2,149,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,4,1,2,150,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,2
Human,4,1,2,151,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,2,152,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,4,1,2,153,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,L,.9;3.45,2
Human,4,1,2,154,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,2
Human,4,1,2,155,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,2
Human,4,1,2,156,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,4,1,2,157,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,4,1,2,158,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,4,1,2,159,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,4,1,2,160,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,4,1,2,161,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,4,1,2,162,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,4,1,2,163,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,4,1,2,164,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,2
Human,4,1,2,165,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,4,1,2,166,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,4,1,2,167,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,2,168,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,2
Human,4,1,2,169,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,2,170,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,4,1,2,171,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,4,1,2,172,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,4,1,2,173,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,4,1,2,174,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,4,1,2,175,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,4,1,2,176,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,4,1,2,177,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,4,1,2,178,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,1
Human,4,1,2,179,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,4,1,2,180,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,1
Human,4,1,2,181,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,2
Human,4,1,2,182,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,4,1,2,183,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,4,1,2,184,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,4,1,2,185,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,4,1,2,186,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,4,1,2,187,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,4,1,2,188,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,4,1,2,189,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,4,1,2,190,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,4,1,2,191,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,4,1,2,192,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,4,1,2,193,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,4,1,2,194,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,2
Human,4,1,2,195,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,4,1,2,196,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,4,1,2,197,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,4,1,2,198,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,4,1,2,199,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,4,1,2,200,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,2,201,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,4,1,2,202,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,4,1,2,203,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,2
Human,4,1,2,204,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,4,1,2,205,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,4,1,2,206,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,4,1,2,207,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,4,1,2,208,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,4,1,2,209,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,4,1,2,210,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,5,1,1,1,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,5,1,1,2,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,5,1,1,3,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,5,1,1,4,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,5,1,1,5,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,2
Human,5,1,1,6,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,5,1,1,7,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,5,1,1,8,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,5,1,1,9,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,5,1,1,10,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,2
Human,5,1,1,11,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,1
Human,5,1,1,12,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,5,1,1,13,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,5,1,1,14,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,5,1,1,15,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,5,1,1,16,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,5,1,1,17,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,5,1,1,18,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,5,1,1,19,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,5,1,1,20,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,5,1,1,21,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,5,1,1,22,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,5,1,1,23,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,5,1,1,24,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,5,1,1,25,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,5,1,1,26,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,5,1,1,27,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,5,1,1,28,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,5,1,1,29,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,5,1,1,30,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,5,1,1,31,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,1
Human,5,1,1,32,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,1
Human,5,1,1,33,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,5,1,1,34,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,5,1,1,35,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,L,.9;3.45,2
Human,5,1,1,36,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,5,1,1,37,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,5,1,1,38,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,5,1,1,39,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,5,1,1,40,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,5,1,1,41,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,5,1,1,42,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,5,1,1,43,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,2
Human,5,1,1,44,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,5,1,1,45,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,2
Human,5,1,1,46,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,S,.9;3.45,1
Human,5,1,1,47,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,5,1,1,48,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,5,1,1,49,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,2
Human,5,1,1,50,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,5,1,1,51,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,1
Human,5,1,1,52,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,5,1,1,53,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,5,1,1,54,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,5,1,1,55,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,5,1,1,56,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,5,1,1,57,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,2
Human,5,1,1,58,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,5,1,1,59,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,5,1,1,60,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,5,1,1,61,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,5,1,1,62,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,5,1,1,63,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,5,1,1,64,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,5,1,1,65,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,5,1,1,66,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,5,1,1,67,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,1
Human,5,1,1,68,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,5,1,1,69,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,5,1,1,70,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,5,1,1,71,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,5,1,1,72,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,5,1,1,73,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,5,1,1,74,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,5,1,1,75,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,5,1,1,76,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,2
Human,5,1,1,77,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,5,1,1,78,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,5,1,1,79,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,2
Human,5,1,1,80,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,5,1,1,81,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,5,1,1,82,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,2
Human,5,1,1,83,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,5,1,1,84,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,5,1,1,85,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.2,L,.9;3.45,1
Human,5,1,1,86,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,5,1,1,87,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,5,1,1,88,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,5,1,1,89,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,2
Human,5,1,1,90,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,5,1,1,91,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,1
Human,5,1,1,92,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,1
Human,5,1,1,93,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,5,1,1,94,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,5,1,1,95,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,5,1,1,96,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
Human,5,1,1,97,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,2
Human,5,1,1,98,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,5,1,1,99,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,5,1,1,100,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,5,1,1,101,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,2.75,L,.9;3.45,1
Human,5,1,1,102,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,5,1,1,103,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,5,1,1,104,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,2
Human,5,1,1,105,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.125,S,.9;3.45,2
Human,5,1,1,106,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,1
Human,5,1,1,107,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,2
Human,5,1,1,108,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,3.45,L,.9;3.45,1
Human,5,1,1,109,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,S,.9;3.45,2
Human,5,1,1,110,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,0.9,S,.9;3.45,2
Human,5,1,2,111,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.75,L,.9;3.45,1
Human,5,1,2,112,Audiovisual,TB,.9;1.4;1.75;2.2;2.75:3.45,1.4,S,.9;3.45,1
